"host_response_time","host_acceptance_rate","host_is_superhost","host_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood_group_cleansed","room_type","accommodates","bathrooms","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","availability_30","availability_60","availability_90","availability_365","number_of_reviews","number_of_reviews_ltm","number_of_reviews_l30d","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","host_since_days","log_price"
"within an hour",87,"t",2,"t","f","Maui","Entire home/apt",4,1,1,2,225,7,365,7,7,365,365,7,365,13,13,13,220,8,1,0,94,10,9,10,10,10,10,"f",1,1,0,0,0.09,3520,5.41610040220442
"a few days or more",94,"f",3,"t","t","Maui","Entire home/apt",4,1,1,1,169,2,60,2,2,1125,1125,2,1125,7,37,51,313,82,9,0,95,10,10,10,10,10,10,"t",2,2,0,0,0.87,3389,5.12989871492307
"within a few hours",76,"t",4,"t","t","Hawaii","Private room",2,1,1,1,134,1,760,1,1,760,760,1,760,30,60,81,356,46,6,0,100,10,10,10,10,10,10,"f",3,0,3,0,0.59,3819,4.89783979995091
"within a day",0,"f",2,"t","t","Hawaii","Entire home/apt",6,2,2,2,159,5,365,5,5,365,365,5,365,1,1,1,1,11,0,0,100,10,10,10,10,10,10,"f",1,1,0,0,0.11,3382,5.06890420222023
"within a day",50,"f",3,"t","t","Honolulu","Entire home/apt",4,1,1,1,209,30,365,30,30,365,365,30,365,28,28,47,322,246,1,0,97,10,9,10,10,10,9,"f",1,1,0,0,2.25,3809,5.34233425196481
"within an hour",99,"t",14,"t","t","Hawaii","Entire home/apt",5,1,2,3,156,30,365,30,30,365,365,30,365,0,0,0,273,316,17,0,98,10,10,10,10,10,10,"f",2,2,0,0,2.98,3382,5.04985600724954
"within an hour",100,"f",2,"t","t","Honolulu","Private room",8,1.5,1,3,125,1,760,1,1,1125,1125,1,1125,30,60,86,361,366,38,0,92,9,8,10,10,10,9,"t",2,0,2,0,3.35,3377,4.8283137373023
"within an hour",100,"f",6,"t","t","Hawaii","Entire home/apt",2,1,1,1,127,7,120,7,7,120,120,7,120,0,0,0,261,83,5,0,95,10,9,10,10,10,10,"f",3,3,0,0,0.8,3376,4.84418708645859
"within a day",97,"t",1,"t","f","Hawaii","Entire home/apt",4,1,1,2,120,1,365,1,2,365,365,1,365,2,2,2,2,381,21,0,99,10,10,10,10,10,10,"f",1,1,0,0,3.51,3380,4.78749174278205
"N/A",100,"f",1,"t","t","Maui","Entire home/apt",4,1,1,2,169,3,30,3,3,1125,1125,3,1125,0,0,0,0,126,7,0,89,9,9,10,9,10,9,"t",1,1,0,0,1.2,3368,5.12989871492307
"within an hour",98,"t",4,"t","f","Hawaii","Entire home/apt",2,1,1,1,69,7,180,7,7,1125,1125,7,1125,13,43,59,189,123,7,0,97,10,10,10,10,10,10,"t",3,3,0,0,1.13,3557,4.23410650459726
"N/A",60,"f",1,"t","f","Kauai","Entire home/apt",4,1,1,1,195,3,365,3,3,365,365,3,365,2,2,2,2,24,0,0,95,10,9,10,10,10,10,"f",1,1,0,0,0.23,3398,5.27299955856375
"within a few hours",94,"t",7,"t","t","Hawaii","Entire home/apt",2,1,1,1,75,1,90,1,2,90,90,1,90,0,0,0,0,22,8,0,99,10,10,10,10,10,10,"f",7,3,4,0,0.47,3362,4.31748811353631
"within an hour",100,"f",1,"t","t","Kauai","Entire home/apt",6,2,3,4,250,3,365,3,3,1125,1125,3,1125,0,7,34,263,44,6,0,95,10,9,10,10,10,9,"t",1,1,0,0,0.9,3362,5.52146091786225
"within an hour",98,"f",2,"t","t","Honolulu","Entire home/apt",4,1,1,3,106,30,1125,30,30,1125,1125,30,1125,22,47,64,311,82,11,0,91,9,9,10,10,10,9,"t",2,2,0,0,0.83,3361,4.66343909411207
"within a few hours",83,"f",4,"t","t","Hawaii","Hotel room",2,1,1,1,265,2,21,2,2,21,365,2,297.8,30,50,80,343,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",4,0,0,0,NA,3422,5.57972982598622
"within an hour",99,"t",2,"t","t","Kauai","Entire home/apt",4,2,2,2,295,2,760,2,5,760,760,2.2,760,14,18,38,306,147,24,0,99,10,10,10,10,10,10,"f",2,2,0,0,2.99,4323,5.68697535633982
"within a few hours",100,"t",1,"t","t","Hawaii","Entire home/apt",12,3,5,5,315,2,120,2,2,1125,1125,2,1125,0,0,0,0,70,12,0,96,10,9,10,10,10,9,"t",1,1,0,0,1.54,3346,5.75257263882563
"within a day",96,"f",91,"t","t","Kauai","Entire home/apt",4,2,2,2,169,5,1125,5,5,1125,1125,5,1125,0,0,0,0,60,60,17,99,9,10,10,9,10,10,"f",90,89,1,0,6.77,3461,5.12989871492307
"within an hour",95,"t",1,"t","t","Maui","Entire home/apt",4,1,1,2,130,6,30,6,6,30,30,6,30,0,0,0,240,62,6,0,98,10,9,10,10,10,10,"f",1,1,0,0,0.61,3343,4.86753445045558
"N/A",33,"f",1,"t","f","Honolulu","Entire home/apt",2,1,NA,1,150,4,365,4,4,365,365,4,365,2,2,2,2,111,0,0,97,10,10,10,10,10,9,"f",1,1,0,0,1.05,3338,5.01063529409626
"within a few hours",83,"f",4,"t","t","Hawaii","Hotel room",2,1,1,1,221,1,1125,1,2,365,1125,1.8,517,30,60,90,346,3,3,0,100,10,9,10,10,10,10,"t",4,0,0,0,0.3,3422,5.39816270151775
"within a day",100,"t",1,"t","t","Hawaii","Entire home/apt",6,2,2,2,205,4,180,4,4,180,180,4,180,12,17,23,218,55,6,0,97,10,10,10,10,10,9,"f",1,1,0,0,0.57,3335,5.32300997913841
"within an hour",98,"t",0,"t","t","Kauai","Entire home/apt",6,2,2,4,600,8,8,8,8,8,8,8,8,0,0,9,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,"f",1,1,0,0,NA,3331,6.39692965521615
"within a day",100,"t",2,"t","t","Kauai","Entire home/apt",4,1,1,2,149,2,17,2,2,1125,1125,2,1125,0,0,1,49,331,22,0,96,10,10,10,10,10,10,"f",2,2,0,0,3.14,3330,5.00394630594546
"within a few hours",100,"t",3,"t","t","Honolulu","Entire home/apt",6,1,2,3,249,5,60,5,10,45,60,5.3,59.2,0,2,6,274,34,7,0,99,10,9,10,10,10,10,"f",1,1,0,0,0.34,3329,5.51745289646471
"N/A",84,"t",5,"t","t","Maui","Entire home/apt",4,1,2,3,211,14,30,14,14,30,30,14,30,0,0,0,0,27,1,0,92,9,10,10,10,9,9,"f",5,1,4,0,0.33,3324,5.35185813347607
"within an hour",92,"t",1,"t","t","Maui","Entire home/apt",2,1,NA,1,74,1,14,1,2,14,14,1,14,1,3,11,117,315,33,2,97,10,10,10,10,10,10,"f",1,1,0,0,2.91,3289,4.30406509320417
"within an hour",100,"t",1,"t","t","Maui","Entire home/apt",4,1,1,2,165,5,60,5,5,1125,1125,5,1125,30,60,82,306,165,6,0,97,10,10,10,10,10,10,"t",1,1,0,0,1.58,3319,5.10594547390058
"within an hour",100,"t",7,"t","t","Hawaii","Private room",2,1,1,1,120,2,30,2,2,30,30,2,30,6,23,30,295,53,4,0,95,10,10,10,10,10,9,"t",5,2,3,0,0.49,3321,4.78749174278205
"within an hour",72,"f",24,"t","t","Maui","Entire home/apt",4,1,1,1,199,1,365,1,2,365,365,1,365,30,60,75,350,87,4,0,92,9,9,10,10,10,9,"t",22,22,0,0,0.82,3391,5.29330482472449
"within a few hours",89,"f",8,"t","f","Hawaii","Entire home/apt",6,2,3,6,250,1,1125,1,2,1125,1125,1,1125,0,0,0,0,30,1,0,99,10,6,10,10,10,8,"f",8,8,0,0,2.1,3313,5.52146091786225
"within a few hours",89,"f",8,"t","f","Hawaii","Entire home/apt",6,2,3,3,250,1,1125,1,2,1125,1125,1,1125,0,0,0,235,10,1,0,84,8,9,9,9,8,8,"f",8,8,0,0,0.1,3313,5.52146091786225
"within a few hours",89,"f",8,"t","f","Hawaii","Entire home/apt",8,2,4,5,295,1,1125,1,2,1125,1125,1,1125,30,60,90,365,3,2,0,100,10,9,10,10,9,9,"f",8,8,0,0,0.09,3313,5.68697535633982
"within a few hours",89,"f",8,"t","f","Hawaii","Entire home/apt",15,4.5,7,15,850,1,1125,1,2,1125,1125,1,1125,30,60,90,365,13,1,0,95,10,9,10,10,9,10,"f",8,8,0,0,0.13,3313,6.74523634948436
"within an hour",97,"f",7,"t","t","Maui","Entire home/apt",4,1,1,4,120,3,365,3,3,365,365,3,365,11,11,26,301,60,3,0,88,10,9,10,10,9,9,"f",7,6,1,0,0.69,3307,4.78749174278205
"within an hour",100,"t",1,"t","f","Hawaii","Entire home/apt",2,1,1,1,175,1,60,1,2,1125,1125,1,1125,0,0,0,0,530,34,2,96,10,9,10,10,10,9,"t",1,1,0,0,5.04,3301,5.16478597392351
"within an hour",100,"t",7,"t","t","Hawaii","Private room",3,1,1,2,88,1,31,1,1,1125,1125,1,1125,5,8,28,293,50,3,0,98,10,10,10,10,10,9,"t",5,2,3,0,0.47,3321,4.47733681447821
"within an hour",99,"t",5,"t","t","Maui","Entire home/apt",4,1,1,1,149,2,365,2,2,365,365,2,365,16,33,56,233,181,12,0,96,10,10,10,10,10,10,"f",5,5,0,0,1.7,3772,5.00394630594546
"within an hour",100,"t",5,"t","f","Honolulu","Private room",2,1,1,1,80,30,1124,30,30,1124,1124,30,1124,24,54,84,359,83,0,0,96,10,10,10,10,10,10,"t",4,0,4,0,0.91,3372,4.38202663467388
"within an hour",100,"t",5,"t","f","Honolulu","Private room",2,1,1,2,80,30,1125,30,30,1125,1125,30,1125,2,2,2,2,109,2,0,97,10,10,10,10,10,10,"t",4,0,4,0,1.04,3372,4.38202663467388
"within a few hours",89,"f",8,"t","f","Hawaii","Entire home/apt",4,1,2,3,175,1,1125,1,2,1125,1125,1,1125,30,60,90,365,3,0,0,60,7,6,8,8,7,5,"f",8,8,0,0,0.03,3313,5.16478597392351
"within a few hours",89,"f",8,"t","f","Hawaii","Entire home/apt",2,1,1,1,99,1,1125,1,2,1125,1125,1,1125,30,60,90,365,30,9,0,86,9,9,10,9,9,9,"f",8,8,0,0,0.37,3313,4.59511985013459
"within a few hours",100,"f",3,"t","t","Hawaii","Entire home/apt",4,2,2,3,86,3,90,3,3,1125,1125,3,1125,0,1,1,155,10,1,0,90,9,9,10,10,10,9,"t",2,2,0,0,0.19,3288,4.45434729625351
"within an hour",100,"t",7,"t","t","Hawaii","Entire home/apt",4,1,2,2,150,2,30,2,2,30,30,2,30,2,2,2,2,70,10,0,96,9,9,10,10,9,9,"t",5,2,3,0,0.82,3321,5.01063529409626
"within an hour",100,"t",2,"t","t","Maui","Entire home/apt",4,1,2,2,288,3,1125,3,3,1125,1125,3,1125,0,0,0,0,158,10,0,100,10,10,10,10,10,10,"t",2,2,0,0,1.5,3277,5.66296048013595
"within a day",58,"f",3,"t","f","Maui","Entire home/apt",3,1,NA,2,96,1,190,1,2,190,190,1,190,13,41,52,296,134,13,0,95,10,9,10,10,10,10,"f",2,2,0,0,1.29,3271,4.56434819146784
"within a few hours",100,"t",3,"t","t","Honolulu","Entire home/apt",2,1,1,1,220,10,60,10,30,60,60,12,60,10,10,10,171,202,10,0,100,10,10,10,10,10,10,"f",2,2,0,0,1.95,3268,5.39362754635236
"within an hour",100,"t",1,"t","t","Hawaii","Entire home/apt",7,2,2,5,140,2,125,2,4,6,125,2,123.6,0,9,24,262,470,26,0,99,10,10,10,10,10,10,"t",1,1,0,0,4.42,3261,4.9416424226093
"within a few hours",88,"t",1,"t","t","Hawaii","Entire home/apt",2,1,1,1,85,7,180,7,7,180,180,7,180,0,0,0,249,67,12,0,98,10,10,10,10,10,10,"f",1,1,0,0,0.63,3256,4.44265125649032
"within a few hours",74,"t",3,"t","t","Hawaii","Private room",4,1,1,2,129,1,60,1,1,60,60,1,60,2,2,2,2,33,9,0,99,10,10,10,10,9,10,"f",3,0,3,0,0.32,3252,4.85981240436167
"N/A",78,"f",2,"t","f","Kauai","Private room",2,1,1,1,230,3,1125,3,3,1125,1125,3,1125,0,0,0,0,15,2,0,93,10,10,10,10,10,9,"f",4,2,2,0,0.32,3248,5.4380793089232
"within a few hours",74,"t",3,"t","t","Hawaii","Private room",4,1,1,2,139,1,1125,1,1,1125,1125,1,1125,2,2,2,2,68,13,0,97,10,10,10,10,10,10,"f",3,0,3,0,0.72,3252,4.93447393313069
"N/A",100,"t",1,"t","t","Hawaii","Private room",2,1,1,1,100,3,8,3,3,8,8,3,8,28,58,83,358,104,6,0,99,10,10,10,10,10,10,"f",1,0,1,0,1,3240,4.60517018598809
"N/A",73,"t",2,"t","t","Hawaii","Private room",2,1,1,1,95,1,2,1,1,2,2,1,2,29,59,89,364,250,11,0,99,10,10,10,10,10,10,"f",2,1,1,0,3.06,3424,4.55387689160054
"within an hour",78,"f",14,"t","f","Hawaii","Private room",2,1,1,1,89,1,1125,1,1,365,365,1,365,21,43,64,324,53,1,0,83,9,8,9,9,9,8,"t",13,0,13,0,0.51,3317,4.48863636973214
"within an hour",78,"f",14,"t","f","Hawaii","Private room",2,1,1,1,109,1,1125,1,1,365,365,1,365,30,57,86,359,69,4,0,87,9,9,9,9,9,9,"t",13,0,13,0,0.67,3317,4.69134788222914
"within an hour",78,"f",14,"t","f","Hawaii","Private room",2,1,1,1,159,1,1125,1,1,365,365,1,365,30,60,90,361,45,1,0,88,9,9,10,10,10,9,"t",13,0,13,0,0.45,3317,5.06890420222023
"within an hour",78,"f",14,"t","f","Hawaii","Private room",2,1,1,1,139,1,1125,1,1,365,365,1,365,30,60,90,359,21,0,0,84,9,9,9,9,9,8,"t",13,0,13,0,0.2,3317,4.93447393313069
"within a few hours",97,"f",8,"t","t","Hawaii","Entire home/apt",3,1,1,1,119,3,1125,3,14,60,1125,3.8,1044.2,0,6,9,271,71,22,0,96,10,9,9,10,10,10,"f",5,4,1,0,0.69,3691,4.77912349311153
"within an hour",97,"t",1,"t","t","Hawaii","Entire home/apt",2,1,NA,1,73,1,120,1,2,1125,1125,1,1125,2,5,29,247,79,18,2,95,10,10,10,10,10,10,"t",1,1,0,0,2.12,3229,4.29045944114839
"within an hour",72,"f",24,"t","t","Maui","Entire home/apt",6,2,2,3,269,1,1125,1,2,1125,1125,1,1125,0,0,0,0,60,1,0,91,9,8,9,9,10,8,"t",22,22,0,0,0.93,3391,5.59471137960184
"within an hour",72,"f",24,"t","t","Maui","Entire home/apt",6,2,2,0,269,1,1125,1,2,1125,1125,1,1125,0,24,50,325,59,8,0,94,10,10,10,10,10,10,"t",22,22,0,0,0.59,3391,5.59471137960184
"within a few hours",96,"t",2,"t","t","Hawaii","Entire home/apt",2,1,NA,1,120,30,90,30,30,90,90,30,90,2,2,2,2,253,23,1,97,10,10,10,10,10,10,"f",2,2,0,0,2.44,3221,4.78749174278205
"within an hour",99,"t",5,"t","t","Maui","Entire home/apt",2,1,1,1,395,3,1125,3,3,1125,1125,3,1125,13,31,48,276,43,1,0,100,10,10,10,10,10,10,"f",5,5,0,0,0.59,3214,5.97888576490112
"N/A",71,"t",1,"t","f","Maui","Entire home/apt",2,2,1,0,159,6,180,6,6,180,180,6,180,30,60,90,365,132,6,0,99,10,10,10,10,10,10,"f",1,1,0,0,1.29,3302,5.06890420222023
"within an hour",72,"f",24,"t","t","Maui","Entire home/apt",6,2,2,2,295,1,1125,1,2,1125,1125,1,1125,30,59,83,358,3,0,0,80,8,8,8,8,8,10,"f",22,22,0,0,0.04,3391,5.68697535633982
"within an hour",72,"f",24,"t","t","Maui","Entire home/apt",8,2,3,4,395,1,1125,1,2,1125,1125,1,1125,30,43,69,279,101,12,0,94,9,9,10,10,10,9,"t",22,22,0,0,1.03,3391,5.97888576490112
"within an hour",97,"t",1,"t","t","Hawaii","Private room",3,1,2,2,129,2,30,2,2,1125,1125,2,1125,28,58,88,351,277,19,0,98,10,10,10,10,10,10,"t",1,0,1,0,2.74,3203,4.85981240436167
"within an hour",100,"t",5,"t","f","Honolulu","Private room",2,1,1,1,50,30,1124,30,30,1124,1124,30,1124,4,34,64,339,126,0,0,95,10,10,10,10,10,10,"f",4,0,4,0,1.21,3372,3.91202300542815
"within an hour",100,"t",5,"t","f","Honolulu","Private room",2,1,1,1,60,30,1125,30,30,1125,1125,30,1125,30,60,90,365,73,0,0,94,10,9,10,10,10,10,"f",4,0,4,0,0.74,3372,4.0943445622221
"within an hour",72,"f",2,"t","t","Honolulu","Private room",2,1,1,1,85,5,90,5,5,90,90,5,90,0,0,0,0,236,7,1,96,10,10,10,10,10,10,"f",2,1,1,0,2.29,3200,4.44265125649032
"N/A",100,"t",1,"t","t","Hawaii","Entire home/apt",2,1.5,1,1,95,31,31,31,31,31,31,31,31,24,54,84,358,243,21,0,97,10,10,10,10,10,10,"f",1,1,0,0,2.35,3444,4.55387689160054
"within an hour",100,"f",15,"t","t","Kauai","Private room",3,1,NA,2,139,3,365,3,3,365,365,3,365,30,60,90,365,191,10,0,86,9,8,10,9,10,9,"t",14,11,1,0,1.87,3696,4.93447393313069
"within an hour",100,"f",1,"t","t","Maui","Entire home/apt",8,2.5,4,6,600,3,365,3,7,1125,1125,3.2,1125,2,32,48,304,40,5,0,92,9,10,10,10,10,9,"t",1,1,0,0,0.54,3188,6.39692965521615
"within a few hours",100,"t",3,"t","t","Honolulu","Entire home/apt",2,1,1,1,289,10,60,10,10,60,60,10,60,0,0,0,3,39,1,0,99,10,10,10,10,10,10,"f",2,2,0,0,0.46,3268,5.66642668811243
"within an hour",100,"t",29,"t","t","Kauai","Entire home/apt",5,2.5,3,3,250,3,1125,3,6,100,1125,4.1,722.1,1,1,1,1,15,3,0,96,10,10,10,10,10,10,"t",30,30,0,0,0.24,3185,5.52146091786225
"within an hour",100,"f",1,"t","t","Maui","Private room",3,1.5,1,2,110,3,1125,3,3,1125,1125,3,1125,0,10,18,251,165,14,0,94,10,9,10,10,10,9,"t",1,0,1,0,1.59,3184,4.70048036579242
"within an hour",100,"f",4,"t","t","Honolulu","Entire home/apt",2,1,NA,1,70,3,90,3,3,90,90,3,90,0,5,5,256,302,12,0,91,9,9,10,10,10,9,"t",4,4,0,0,2.93,3180,4.24849524204936
"within an hour",100,"t",1,"t","f","Hawaii","Entire home/apt",8,2,3,3,270,2,60,2,2,1125,1125,2,1125,2,2,2,2,44,2,0,99,10,10,10,10,10,10,"t",1,1,0,0,0.52,3180,5.59842195899838
"within a few hours",99,"t",9,"t","t","Kauai","Entire home/apt",2,1,1,1,149,1,365,5,5,365,365,5,365,29,59,89,364,30,6,0,100,10,10,10,10,10,10,"t",9,9,0,0,0.92,3178,5.00394630594546
"within a few hours",100,"f",1,"t","t","Honolulu","Entire home/apt",3,1,2,4,105,30,90,30,30,1125,1125,30,1125,0,0,0,167,2,0,0,100,10,10,10,10,10,10,"t",1,1,0,0,0.02,3191,4.65396035015752
"within an hour",96,"t",1,"t","f","Hawaii","Entire home/apt",2,1,1,2,95,3,30,3,3,30,30,3,30,0,0,6,267,144,14,0,98,10,10,10,10,10,10,"f",1,1,0,0,1.4,3175,4.55387689160054
"within a few hours",50,"t",1,"t","t","Honolulu","Entire home/apt",4,1,1,2,200,30,90,30,30,90,90,30,90,0,19,49,324,150,2,0,97,10,10,10,10,10,10,"f",1,1,0,0,1.46,3174,5.29831736654804
"within a day",100,"f",3,"t","t","Honolulu","Entire home/apt",2,1,1,1,99,1,1125,1,2,1125,1125,1,1125,30,60,90,365,189,0,0,91,10,9,10,10,10,9,"t",2,2,0,0,1.85,3245,4.59511985013459
"a few days or more",51,"f",1,"t","f","Maui","Entire home/apt",6,1,2,5,288,3,365,3,3,365,365,3,365,30,60,90,365,17,5,0,94,10,10,10,9,9,10,"f",2,1,1,0,0.18,3172,5.66296048013595
"within an hour",100,"t",1,"t","t","Honolulu","Private room",2,1,1,1,75,3,30,3,3,1125,1125,3,1125,9,22,37,291,304,27,0,96,10,9,10,10,10,10,"t",1,0,1,0,2.96,3164,4.31748811353631
"within a few hours",92,"t",3,"t","t","Kauai","Entire home/apt",8,2.5,3,5,199,4,90,4,10,90,90,4.3,90,18,42,47,310,91,10,0,97,10,10,10,10,10,10,"f",2,2,0,0,0.91,3546,5.29330482472449
"within a few hours",100,"f",3,"t","t","Hawaii","Entire home/apt",4,2,2,4,175,7,65,7,7,65,65,7,65,11,13,13,137,3,0,0,100,10,10,10,10,10,10,"t",2,2,0,0,0.03,3288,5.16478597392351
"within an hour",93,"f",17,"t","t","Maui","Entire home/apt",4,1,1,1,99,4,1125,4,10,1125,1125,4.4,1125,14,28,50,312,62,4,0,94,10,10,10,9,9,9,"t",13,13,0,0,0.84,4265,4.59511985013459
"within a few hours",97,"t",4,"t","f","Hawaii","Private room",2,1,NA,1,151,3,30,3,3,30,30,3,30,0,0,0,0,79,12,0,99,10,10,10,10,10,10,"f",5,3,2,0,0.86,3192,5.01727983681492
"within a few hours",57,"f",12,"t","t","Hawaii","Entire home/apt",6,1,2,3,60,1,1125,1,2,1125,1125,1,1125,24,54,84,353,28,1,0,81,9,9,8,9,9,9,"f",8,8,0,0,0.32,3173,4.0943445622221
"within a day",94,"f",7,"t","t","Hawaii","Entire home/apt",6,1,3,3,133,1,365,1,2,365,365,1,365,0,0,0,0,214,12,0,95,10,10,10,10,10,9,"t",5,5,0,0,2.2,3172,4.89034912822175
"within an hour",95,"f",1,"t","t","Hawaii","Entire home/apt",2,1,1,1,80,4,95,4,4,95,95,4,95,0,0,7,267,150,10,0,96,10,9,10,10,10,10,"f",1,1,0,0,1.51,3150,4.38202663467388
"N/A",75,"f",1,"t","f","Hawaii","Entire home/apt",6,2,3,3,179,4,85,4,4,1125,1125,4,1125,2,2,2,2,22,5,0,95,10,9,10,10,9,9,"f",1,1,0,0,0.21,3150,5.18738580584075
"within an hour",98,"f",6,"t","f","Maui","Entire home/apt",4,1,1,1,127,3,1125,3,3,1125,1125,3,1125,30,53,83,343,112,8,0,97,10,10,10,10,10,10,"t",5,5,0,0,1.19,3147,4.84418708645859
"within a few hours",88,"t",1,"t","t","Hawaii","Entire home/apt",2,1,1,1,80,4,60,4,4,60,60,4,60,0,2,2,152,80,6,0,98,10,10,10,10,10,10,"f",1,1,0,0,0.84,3144,4.38202663467388
"within an hour",98,"t",4,"t","t","Hawaii","Entire home/apt",8,2,1,7,81,1,30,1,2,1125,1125,1.3,1125,23,44,61,207,211,13,0,95,10,10,10,10,10,10,"f",3,3,0,0,2.12,2904,4.39444915467244
"within a few hours",64,"f",2,"t","f","Honolulu","Private room",2,1,1,1,157,3,29,6,6,29,29,6,29,17,36,47,252,26,0,0,95,10,10,10,9,10,9,"f",2,0,2,0,0.27,3137,5.05624580534831
"within a few hours",64,"f",2,"t","f","Honolulu","Private room",3,1,1,2,209,5,31,5,7,31,31,5.4,31,10,34,48,280,21,2,0,93,10,9,10,10,10,9,"f",2,0,2,0,0.3,3137,5.34233425196481
"within an hour",98,"t",4,"t","t","Hawaii","Entire home/apt",5,1.5,1,3,85,1,29,1,2,1125,1125,1,1125,18,40,51,211,228,21,1,96,10,10,10,10,10,10,"f",3,3,0,0,2.34,2904,4.44265125649032
"within a few hours",44,"f",2,"t","t","Hawaii","Entire home/apt",4,1,1,2,45,2,1125,2,2,1125,1125,2,1125,0,0,12,285,11,0,0,91,9,9,9,9,9,10,"f",3,2,1,0,0.11,3213,3.80666248977032
"N/A",100,"f",12,"t","t","Hawaii","Entire home/apt",4,1,1,3,144,1,30,1,2,30,999,1.5,502.2,0,1,16,241,67,0,0,93,9,9,9,9,10,9,"t",12,11,1,0,0.71,3131,4.969813299576
"within a few hours",100,"t",2,"t","t","Honolulu","Entire home/apt",3,1,NA,0,78,31,92,31,31,1125,1125,31,1125,30,60,90,315,51,2,0,89,9,8,10,10,9,9,"t",2,2,0,0,0.5,3130,4.35670882668959
"within an hour",98,"t",4,"t","t","Hawaii","Entire home/apt",2,1,NA,0,49,1,45,1,2,1125,1125,1,1125,3,25,39,306,242,29,0,96,10,10,10,10,10,10,"f",3,3,0,0,2.38,2904,3.89182029811063
"N/A",100,"f",12,"t","t","Hawaii","Entire home/apt",4,1,1,3,144,1,30,1,2,30,999,1.5,502.2,0,0,0,225,50,0,0,93,9,9,10,9,10,9,"t",12,11,1,0,0.49,3131,4.969813299576
"within a few hours",54,"f",1,"t","f","Honolulu","Entire home/apt",6,1,2,4,350,1,1125,1,2,1125,1125,1,1125,10,10,40,315,24,0,0,94,10,9,10,10,9,9,"f",2,2,0,0,0.26,3158,5.85793315448346
"within a few hours",99,"t",9,"t","t","Kauai","Entire home/apt",6,3,3,4,227,1,365,5,5,365,365,5,365,11,32,45,310,24,4,0,97,10,10,10,10,10,10,"t",9,9,0,0,0.77,3178,5.4249500174814
"N/A",100,"f",12,"t","t","Hawaii","Entire home/apt",2,3.5,1,1,86,1,30,1,2,30,999,1.5,495.6,0,0,0,228,45,2,0,90,9,9,9,9,9,9,"t",12,11,1,0,0.55,3131,4.45434729625351
"N/A",100,"f",12,"t","t","Hawaii","Entire home/apt",4,3.5,1,3,121,1,30,1,2,30,999,1.5,497.8,0,0,0,227,35,0,0,91,9,9,9,10,9,9,"t",12,11,1,0,0.37,3131,4.79579054559674
"N/A",100,"f",12,"t","t","Hawaii","Entire home/apt",4,3.5,1,3,121,1,30,1,2,30,999,1.5,502.2,0,0,0,225,34,1,0,88,9,9,9,9,9,9,"t",12,11,1,0,0.35,3131,4.79579054559674
"within a few hours",84,"f",5,"t","t","Honolulu","Entire home/apt",2,1,NA,1,75,2,365,2,2,365,365,2,365,4,4,4,4,100,3,0,86,10,9,10,10,10,9,"t",3,3,0,0,0.99,3245,4.31748811353631
"within a few hours",99,"t",9,"t","t","Kauai","Entire home/apt",2,1,1,1,149,1,365,5,5,365,365,5,365,29,57,81,356,34,6,0,100,10,10,10,10,10,10,"t",9,9,0,0,0.98,3178,5.00394630594546
"within a day",95,"t",1,"t","t","Maui","Entire home/apt",4,1,2,2,250,4,1125,4,4,1125,1125,4,1125,29,57,64,327,121,16,1,93,10,9,10,10,10,9,"f",1,1,0,0,1.23,3116,5.52146091786225
"within a few hours",99,"t",9,"t","t","Kauai","Entire home/apt",2,1,1,1,149,1,365,5,5,365,365,5,365,0,1,1,254,24,7,0,100,10,10,10,10,10,10,"t",9,9,0,0,0.24,3178,5.00394630594546
"a few days or more",100,"f",1,"t","f","Kauai","Entire home/apt",4,2.5,2,3,235,4,185,4,4,1125,1125,4,1125,30,56,58,283,93,3,0,86,9,8,9,9,10,9,"t",1,1,0,0,1.02,3049,5.45958551414416
"within a day",96,"f",91,"t","t","Kauai","Entire home/apt",4,3,2,2,397,1,1125,3,11,1125,1125,3.9,1125,3,11,29,220,0,0,0,NA,NA,NA,NA,NA,NA,NA,"t",90,89,1,0,NA,3461,5.98393628068719
"within a day",96,"f",91,"t","t","Kauai","Entire home/apt",14,4,6,8,680,1,1125,4,11,1125,1125,5.1,1125,30,55,77,297,2,0,0,90,9,9,10,10,10,10,"t",90,89,1,0,0.04,3461,6.52209279817015
"within a few hours",74,"t",3,"t","t","Hawaii","Private room",4,1,1,2,99,1,60,1,1,60,60,1,60,30,52,82,357,154,20,0,98,10,10,10,10,10,10,"f",3,0,3,0,1.76,3252,4.59511985013459
"within a few hours",99,"t",9,"t","t","Kauai","Entire home/apt",2,1,1,1,140,1,365,4,5,365,365,5,365,17,37,60,302,37,9,0,98,10,10,10,10,10,10,"t",9,9,0,0,1.13,3178,4.9416424226093
